通信機器ID,計測日時,セット連番,ID,温度1,温度2,温度3,日射量1,日射量2,日射量3,モジュール裏面温度1,モジュール裏面温度2,モジュール裏面温度3,モジュール裏面温度4,モジュール裏面温度5,モジュール裏面温度6,風速,風向,日射量(水平),湿度,雨量,直達日射量,予備1,予備2,予備3,予備4,予備5,予備6,予備7,予備8,予備9
JMA7147A,20210228005000,1,        ,-9.851,,,0,0,,-15.32,-15.412,-8.408,-9.018,-9.018,,,,,,,,,,,,,,,,
JMA7147A,20210228005000,2,        ,-10.263,,,0,0,,-13.611,-14.008,-7.919,-7.813,-7.721,,,,,,,,,,,,,,,,
JMA7147A,20210228005500,1,        ,-10.126,,,0,0,,-15.518,-15.717,-8.713,-9.216,-9.216,,,,,,,,,,,,,,,,
JMA7147A,20210228005500,2,        ,-10.648,,,0,0,,-13.916,-14.221,-8.209,-8.118,-8.011,,,,,,,,,,,,,,,,
JMA7147A,20210228010000,1,        ,-10.217,,,0,0,,-15.32,-15.412,-8.515,-9.018,-9.11,,,,,,,,,,,,,,,,
JMA7147A,20210228010000,2,        ,-10.703,,,0,0,,-13.718,-13.916,-7.813,-7.721,-7.614,,,,,,,,,,,,,,,,
JMA7147A,20210228010500,1,        ,-10.391,,,0,0,,-15.213,-15.32,-8.316,-8.911,-9.018,,,,,,,,,,,,,,,,
JMA7147A,20210228010500,2,        ,-10.071,,,0,0,,-13.321,-13.519,-7.309,-7.218,-7.218,,,,,,,,,,,,,,,,
JMA7147A,20210228011000,1,        ,-10.758,,,0,0,,-15.518,-15.61,-8.621,-9.216,-9.216,,,,,,,,,,,,,,,,
JMA7147A,20210228011000,2,        ,-9.97,,,0,0,,-13.321,-13.718,-7.507,-7.416,-7.309,,,,,,,,,,,,,,,,
JMA7147A,20210228011500,1,        ,-10.584,,,0,0,,-15.412,-15.518,-8.515,-9.11,-9.11,,,,,,,,,,,,,,,,
JMA7147A,20210228011500,2,        ,-9.851,,,0,0,,-13.214,-13.413,-7.416,-7.218,-7.111,,,,,,,,,,,,,,,,
JMA7147A,20210228012000,1,        ,-10.813,,,0,0,,-15.808,-15.915,-8.911,-9.415,-9.506,,,,,,,,,,,,,,,,
JMA7147A,20210228012000,2,        ,-9.897,,,0,0,,-13.321,-13.519,-7.507,-7.416,-7.416,,,,,,,,,,,,,,,,
JMA7147A,20210228012500,1,        ,-10.986,,,0,0,,-15.61,-15.808,-8.713,-9.11,-9.308,,,,,,,,,,,,,,,,
JMA7147A,20210228012500,2,        ,-10.016,,,0,0,,-13.413,-13.718,-7.813,-7.721,-7.507,,,,,,,,,,,,,,,,
JMA7147A,20210228013000,1,        ,-10.977,,,0,0,,-15.32,-15.518,-8.408,-8.911,-9.11,,,,,,,,,,,,,,,,
JMA7147A,20210228013000,2,        ,-10.08,,,0,0,,-13.413,-13.809,-7.919,-7.721,-7.507,,,,,,,,,,,,,,,,
JMA7147A,20210228013500,1,        ,-10.62,,,0,0,,-15.106,-15.106,-8.316,-8.911,-8.911,,,,,,,,,,,,,,,,
JMA7147A,20210228013500,2,        ,-10.016,,,0,0,,-13.214,-13.611,-7.721,-7.507,-7.309,,,,,,,,,,,,,,,,
JMA7147A,20210228014000,1,        ,-10.867,,,0,0,,-15.015,-15.015,-8.209,-9.018,-8.911,,,,,,,,,,,,,,,,
JMA7147A,20210228014000,2,        ,-9.924,,,0,0,,-13.214,-13.519,-7.614,-7.416,-7.309,,,,,,,,,,,,,,,,
JMA7147A,20210228014500,1,        ,-10.739,,,0,0,,-14.817,-14.908,-7.813,-8.911,-8.713,,,,,,,,,,,,,,,,
JMA7147A,20210228014500,2,        ,-9.851,,,0,0,,-13.214,-13.413,-7.507,-7.309,-7.111,,,,,,,,,,,,,,,,
JMA7147A,20210228015000,1,        ,-10.666,,,0,0,,-14.618,-14.71,-7.813,-8.82,-8.621,,,,,,,,,,,,,,,,
JMA7147A,20210228015000,2,        ,-9.815,,,0,0,,-13.108,-13.321,-7.416,-7.309,-7.218,,,,,,,,,,,,,,,,
JMA7147A,20210228015500,1,        ,-10.803,,,0,0,,-14.908,-15.015,-8.011,-9.018,-8.911,,,,,,,,,,,,,,,,
JMA7147A,20210228015500,2,        ,-9.906,,,0,0,,-13.108,-13.413,-7.507,-7.416,-7.218,,,,,,,,,,,,,,,,
JMA7147A,20210228020000,1,        ,-10.41,,,0,0,,-14.908,-15.015,-8.011,-8.713,-8.82,,,,,,,,,,,,,,,,
JMA7147A,20210228020000,2,        ,-9.97,,,0,0,,-13.016,-13.321,-7.309,-7.309,-7.111,,,,,,,,,,,,,,,,
JMA7147A,20210228020500,1,        ,-10.391,,,0,0,,-14.71,-14.817,-7.919,-8.713,-8.713,,,,,,,,,,,,,,,,
JMA7147A,20210228020500,2,        ,-9.888,,,0,0,,-12.909,-13.214,-7.019,-7.019,-6.912,,,,,,,,,,,,,,,,
JMA7147A,20210228021000,1,        ,-10.584,,,0,0,,-14.908,-14.908,-8.118,-8.82,-8.82,,,,,,,,,,,,,,,,
JMA7147A,20210228021000,2,        ,-9.714,,,0,0,,-12.711,-12.909,-6.912,-6.714,-6.714,,,,,,,,,,,,,,,,
JMA7147A,20210228021500,1,        ,-10.776,,,0,0,,-14.817,-14.908,-7.919,-8.713,-8.621,,,,,,,,,,,,,,,,
JMA7147A,20210228021500,2,        ,-9.448,,,0,0,,-12.512,-12.619,-6.714,-6.409,-6.409,,,,,,,,,,,,,,,,
JMA7147A,20210228022000,1,        ,-10.062,,,0,0,,-14.42,-14.511,-7.507,-8.316,-8.316,,,,,,,,,,,,,,,,
JMA7147A,20210228022000,2,        ,-9.384,,,0,0,,-12.116,-12.314,-6.409,-6.21,-6.21,,,,,,,,,,,,,,,,
JMA7147A,20210228022500,1,        ,-10.043,,,0,0,,-14.618,-14.817,-7.813,-8.515,-8.408,,,,,,,,,,,,,,,,
JMA7147A,20210228022500,2,        ,-9.448,,,0,0,,-12.207,-12.421,-6.317,-6.409,-6.21,,,,,,,,,,,,,,,,
JMA7147A,20210228023000,1,        ,-9.989,,,0,0,,-14.71,-14.71,-7.721,-8.515,-8.408,,,,,,,,,,,,,,,,
JMA7147A,20210228023000,2,        ,-9.467,,,0,0,,-12.207,-12.512,-6.409,-6.714,-6.409,,,,,,,,,,,,,,,,
JMA7147A,20210228023500,1,        ,-10.263,,,0,0,,-14.817,-14.908,-7.813,-8.515,-8.621,,,,,,,,,,,,,,,,
JMA7147A,20210228023500,2,        ,-9.403,,,0,0,,-12.314,-12.512,-6.516,-6.714,-6.607,,,,,,,,,,,,,,,,
JMA7147A,20210228024000,1,        ,-10.455,,,0,0,,-14.908,-15.015,-8.118,-8.621,-8.621,,,,,,,,,,,,,,,,
JMA7147A,20210228024000,2,        ,-9.439,,,0,0,,-12.421,-12.512,-6.607,-6.714,-6.516,,,,,,,,,,,,,,,,
JMA7147A,20210228024500,1,        ,-10.41,,,0,0,,-14.71,-14.908,-8.118,-8.515,-8.515,,,,,,,,,,,,,,,,
JMA7147A,20210228024500,2,        ,-9.384,,,0,0,,-12.116,-12.314,-6.317,-6.516,-6.21,,,,,,,,,,,,,,,,
JMA7147A,20210228025000,1,        ,-10.282,,,0,0,,-14.71,-14.908,-8.011,-8.515,-8.515,,,,,,,,,,,,,,,,
JMA7147A,20210228025000,2,        ,-9.32,,,0,0,,-11.81,-11.917,-5.814,-6.119,-5.814,,,,,,,,,,,,,,,,
JMA7147A,20210228025500,1,        ,-10.263,,,0,0,,-14.313,-14.42,-7.507,-8.209,-8.118,,,,,,,,,,,,,,,,
JMA7147A,20210228025500,2,        ,-9.192,,,0,0,,-11.612,-11.719,-5.615,-5.92,-5.615,,,,,,,,,,,,,,,,
JMA7147A,20210228030000,1,        ,-9.741,,,0,0,,-13.916,-14.115,-7.218,-7.919,-7.919,,,,,,,,,,,,,,,,
JMA7147A,20210228030000,2,        ,-9.027,,,0,0,,-11.215,-11.414,-5.417,-5.509,-5.417,,,,,,,,,,,,,,,,
JMA7147A,20210228030500,1,        ,-9.76,,,0,0,,-14.313,-14.42,-7.507,-8.209,-8.209,,,,,,,,,,,,,,,,
JMA7147A,20210228030500,2,        ,-9.11,,,0,0,,-10.91,-11.215,-5.31,-5.417,-5.31,,,,,,,,,,,,,,,,
JMA7147A,20210228031000,1,        ,-9.796,,,0,0,,-14.313,-14.42,-7.507,-8.209,-8.209,,,,,,,,,,,,,,,,
JMA7147A,20210228031000,2,        ,-9.046,,,0,0,,-10.91,-11.215,-5.417,-5.417,-5.31,,,,,,,,,,,,,,,,
JMA7147A,20210228031500,1,        ,-9.87,,,0,0,,-14.42,-14.511,-7.507,-8.118,-8.209,,,,,,,,,,,,,,,,
JMA7147A,20210228031500,2,        ,-9.027,,,0,0,,-10.819,-11.109,-5.417,-5.417,-5.31,,,,,,,,,,,,,,,,
JMA7147A,20210228032000,1,        ,-9.384,,,0,0,,-14.115,-14.221,-7.218,-7.919,-8.011,,,,,,,,,,,,,,,,
JMA7147A,20210228032000,2,        ,-9.064,,,0,0,,-10.91,-11.109,-5.509,-5.615,-5.417,,,,,,,,,,,,,,,,
JMA7147A,20210228032500,1,        ,-9.064,,,0,0,,-13.718,-13.916,-6.912,-7.614,-7.721,,,,,,,,,,,,,,,,
JMA7147A,20210228032500,2,        ,-9.027,,,0,0,,-10.91,-11.109,-5.417,-5.417,-5.417,,,,,,,,,,,,,,,,
JMA7147A,20210228033000,1,        ,-8.808,,,0,0,,-13.413,-13.413,-6.607,-7.218,-7.416,,,,,,,,,,,,,,,,
JMA7147A,20210228033000,2,        ,-8.945,,,0,0,,-10.91,-11.215,-5.615,-5.615,-5.509,,,,,,,,,,,,,,,,
JMA7147A,20210228033500,1,        ,-8.661,,,0,0,,-13.214,-13.321,-6.607,-7.111,-7.218,,,,,,,,,,,,,,,,
JMA7147A,20210228033500,2,        ,-8.78,,,0,0,,-10.819,-11.109,-5.417,-5.417,-5.417,,,,,,,,,,,,,,,,
JMA7147A,20210228034000,1,        ,-8.551,,,0,0,,-13.108,-13.214,-6.409,-7.111,-7.218,,,,,,,,,,,,,,,,
JMA7147A,20210228034000,2,        ,-8.35,,,0,0,,-10.513,-10.819,-5.219,-5.219,-5.112,,,,,,,,,,,,,,,,
JMA7147A,20210228034500,1,        ,-8.46,,,0,0,,-12.711,-12.818,-6.317,-6.714,-6.821,,,,,,,,,,,,,,,,
JMA7147A,20210228034500,2,        ,-8.276,,,0,0,,-10.513,-10.819,-5.31,-5.31,-5.31,,,,,,,,,,,,,,,,
JMA7147A,20210228035000,1,        ,-8.368,,,0,0,,-12.421,-12.711,-6.119,-6.607,-6.714,,,,,,,,,,,,,,,,
JMA7147A,20210228035000,2,        ,-8.414,,,0,0,,-10.819,-11.215,-5.814,-5.707,-5.615,,,,,,,,,,,,,,,,
JMA7147A,20210228035500,1,        ,-8.322,,,0,0,,-12.421,-12.512,-6.012,-6.607,-6.607,,,,,,,,,,,,,,,,
JMA7147A,20210228035500,2,        ,-8.624,,,0,0,,-10.712,-11.215,-5.814,-5.707,-5.615,,,,,,,,,,,,,,,,
JMA7147A,20210228040000,1,        ,-8.258,,,0,0,,-12.619,-12.818,-6.317,-7.019,-6.821,,,,,,,,,,,,,,,,
JMA7147A,20210228040000,2,        ,-8.688,,,0,0,,-10.819,-11.215,-5.814,-5.615,-5.509,,,,,,,,,,,,,,,,
JMA7147A,20210228040500,1,        ,-8.405,,,0,0,,-12.818,-13.016,-6.409,-7.019,-7.019,,,,,,,,,,,,,,,,
JMA7147A,20210228040500,2,        ,-8.981,,,0,0,,-10.819,-11.215,-5.92,-5.615,-5.707,,,,,,,,,,,,,,,,
JMA7147A,20210228041000,1,        ,-8.368,,,0,0,,-12.711,-12.909,-6.317,-7.019,-6.912,,,,,,,,,,,,,,,,
JMA7147A,20210228041000,2,        ,-8.826,,,0,0,,-10.712,-11.109,-5.707,-5.615,-5.615,,,,,,,,,,,,,,,,
JMA7147A,20210228041500,1,        ,-8.432,,,0,0,,-12.619,-12.818,-6.21,-6.714,-6.821,,,,,,,,,,,,,,,,
JMA7147A,20210228041500,2,        ,-8.945,,,0,0,,-10.819,-11.307,-5.92,-5.707,-5.707,,,,,,,,,,,,,,,,
JMA7147A,20210228042000,1,        ,-8.405,,,0,0,,-12.421,-12.711,-6.21,-6.821,-6.821,,,,,,,,,,,,,,,,
JMA7147A,20210228042000,2,        ,-8.872,,,0,0,,-10.91,-11.307,-5.92,-5.814,-5.615,,,,,,,,,,,,,,,,
JMA7147A,20210228042500,1,        ,-8.396,,,0,0,,-12.619,-12.818,-6.317,-6.912,-6.821,,,,,,,,,,,,,,,,
JMA7147A,20210228042500,2,        ,-9.146,,,0,0,,-11.215,-11.612,-6.119,-6.119,-6.119,,,,,,,,,,,,,,,,
JMA7147A,20210228043000,1,        ,-8.341,,,0,0,,-12.421,-12.818,-6.119,-6.821,-6.821,,,,,,,,,,,,,,,,
JMA7147A,20210228043000,2,        ,-9.329,,,0,0,,-11.307,-11.719,-6.21,-6.119,-6.119,,,,,,,,,,,,,,,,
JMA7147A,20210228043500,1,        ,-8.331,,,0,0,,-12.512,-12.711,-6.21,-6.912,-6.821,,,,,,,,,,,,,,,,
JMA7147A,20210228043500,2,        ,-9.274,,,0,0,,-11.215,-11.719,-6.119,-6.119,-6.012,,,,,,,,,,,,,,,,
JMA7147A,20210228044000,1,        ,-8.35,,,0,0,,-12.619,-12.909,-6.409,-7.111,-7.019,,,,,,,,,,,,,,,,
JMA7147A,20210228044000,2,        ,-9.256,,,0,0,,-11.109,-11.521,-6.119,-6.012,-5.92,,,,,,,,,,,,,,,,
JMA7147A,20210228044500,1,        ,-8.368,,,0,0,,-12.619,-12.909,-6.21,-7.019,-6.912,,,,,,,,,,,,,,,,
JMA7147A,20210228044500,2,        ,-9.165,,,0,0,,-11.109,-11.612,-6.21,-6.119,-6.012,,,,,,,,,,,,,,,,
JMA7147A,20210228045000,1,        ,-8.386,,,0,0,,-12.421,-12.818,-6.119,-6.821,-6.714,,,,,,,,,,,,,,,,
JMA7147A,20210228045000,2,        ,-9.247,,,0,0,,-11.215,-11.719,-6.317,-6.21,-6.012,,,,,,,,,,,,,,,,
JMA7147A,20210228045500,1,        ,-8.304,,,0,0,,-12.619,-12.909,-6.119,-6.912,-6.714,,,,,,,,,,,,,,,,
JMA7147A,20210228045500,2,        ,-9.036,,,0,0,,-11.215,-11.612,-6.21,-6.119,-5.92,,,,,,,,,,,,,,,,
JMA7147A,20210228050000,1,        ,-8.24,,,0,0,,-12.619,-12.909,-6.119,-7.019,-6.821,,,,,,,,,,,,,,,,
JMA7147A,20210228050000,2,        ,-8.707,,,0,0,,-11.017,-11.414,-6.012,-5.92,-5.814,,,,,,,,,,,,,,,,
JMA7147A,20210228050500,1,        ,-8.276,,,0,0,,-12.818,-13.016,-6.21,-7.111,-6.912,,,,,,,,,,,,,,,,
JMA7147A,20210228050500,2,        ,-8.652,,,0,0,,-10.819,-11.109,-5.814,-5.814,-5.509,,,,,,,,,,,,,,,,
JMA7147A,20210228051000,1,        ,-8.478,,,0,0,,-12.909,-13.108,-6.516,-7.218,-7.019,,,,,,,,,,,,,,,,
JMA7147A,20210228051000,2,        ,-8.917,,,0,0,,-10.91,-11.307,-5.92,-5.92,-5.814,,,,,,,,,,,,,,,,
JMA7147A,20210228051500,1,        ,-8.661,,,0,0,,-13.108,-13.413,-6.714,-7.416,-7.218,,,,,,,,,,,,,,,,
JMA7147A,20210228051500,2,        ,-8.89,,,0,0,,-10.91,-11.307,-5.92,-5.92,-5.707,,,,,,,,,,,,,,,,
JMA7147A,20210228052000,1,        ,-8.579,,,0,0,,-12.909,-13.108,-6.409,-7.111,-7.019,,,,,,,,,,,,,,,,
JMA7147A,20210228052000,2,        ,-9.073,,,0,0,,-11.017,-11.414,-6.012,-5.92,-5.707,,,,,,,,,,,,,,,,
JMA7147A,20210228052500,1,        ,-8.515,,,0,0,,-13.108,-13.214,-6.409,-7.111,-7.019,,,,,,,,,,,,,,,,
JMA7147A,20210228052500,2,        ,-9.229,,,0,0,,-11.109,-11.414,-6.012,-5.814,-5.814,,,,,,,,,,,,,,,,
JMA7147A,20210228053000,1,        ,-8.643,,,0,0,,-13.214,-13.413,-6.714,-7.309,-7.111,,,,,,,,,,,,,,,,
JMA7147A,20210228053000,2,        ,-9.311,,,0,0,,-11.109,-11.521,-6.012,-5.92,-5.814,,,,,,,,,,,,,,,,
JMA7147A,20210228053500,1,        ,-8.615,,,0,0,,-13.321,-13.321,-6.516,-7.218,-7.019,,,,,,,,,,,,,,,,
JMA7147A,20210228053500,2,        ,-8.945,,,0,0,,-10.819,-11.109,-5.707,-5.509,-5.615,,,,,,,,,,,,,,,,
JMA7147A,20210228054000,1,        ,-8.853,,,0,0,,-13.413,-13.413,-6.607,-7.309,-7.218,,,,,,,,,,,,,,,,
JMA7147A,20210228054000,2,        ,-8.981,,,0,0,,-10.819,-11.109,-5.707,-5.615,-5.615,,,,,,,,,,,,,,,,
JMA7147A,20210228054500,1,        ,-9.036,,,0,0,,-13.413,-13.519,-6.714,-7.111,-7.111,,,,,,,,,,,,,,,,
JMA7147A,20210228054500,2,        ,-9,,,0,0,,-10.819,-11.215,-5.707,-5.615,-5.615,,,,,,,,,,,,,,,,
JMA7147A,20210228055000,1,        ,-9.119,,,0,0,,-13.413,-13.519,-6.912,-7.218,-7.218,,,,,,,,,,,,,,,,
JMA7147A,20210228055000,2,        ,-9.009,,,0,0,,-10.62,-11.017,-5.615,-5.615,-5.509,,,,,,,,,,,,,,,,
JMA7147A,20210228055500,1,        ,-9.238,,,0,0,,-13.611,-13.809,-7.019,-7.507,-7.416,,,,,,,,,,,,,,,,
JMA7147A,20210228055500,2,        ,-9.091,,,0,0,,-10.819,-11.109,-5.615,-5.615,-5.509,,,,,,,,,,,,,,,,
JMA7147A,20210228060000,1,        ,-9.311,,,0,0,,-13.519,-13.718,-6.912,-7.507,-7.309,,,,,,,,,,,,,,,,
JMA7147A,20210228060000,2,        ,-9.091,,,0,0,,-10.91,-11.215,-5.707,-5.814,-5.615,,,,,,,,,,,,,,,,
JMA7147A,20210228060500,1,        ,-9.339,,,0,0,,-13.321,-13.519,-6.821,-7.218,-7.218,,,,,,,,,,,,,,,,
JMA7147A,20210228060500,2,        ,-9.064,,,0,0,,-10.819,-11.215,-5.814,-5.814,-5.615,,,,,,,,,,,,,,,,
JMA7147A,20210228061000,1,        ,-8.908,,,3,2,,-12.909,-13.016,-6.317,-6.714,-6.821,,,,,,,,,,,,,,,,
JMA7147A,20210228061000,2,        ,-8.743,,,3,2,,-10.62,-10.91,-5.509,-5.417,-5.31,,,,,,,,,,,,,,,,
JMA7147A,20210228061500,1,        ,-8.844,,,8,7,,-12.619,-12.818,-6.119,-6.714,-6.516,,,,,,,,,,,,,,,,
JMA7147A,20210228061500,2,        ,-8.423,,,7,7,,-10.208,-10.62,-5.112,-5.112,-5.02,,,,,,,,,,,,,,,,
JMA7147A,20210228062000,1,        ,-8.258,,,13,13,,-12.207,-12.207,-5.509,-6.012,-6.119,,,,,,,,,,,,,,,,
JMA7147A,20210228062000,2,        ,-8.688,,,11,11,,-10.208,-10.513,-5.112,-5.219,-4.913,,,,,,,,,,,,,,,,
JMA7147A,20210228062500,1,        ,-8.157,,,20,20,,-12.009,-12.009,-5.219,-5.814,-5.814,,,,,,,,,,,,,,,,
JMA7147A,20210228062500,2,        ,-8.624,,,18,17,,-10.117,-10.315,-4.913,-5.02,-4.807,,,,,,,,,,,,,,,,
JMA7147A,20210228063000,1,        ,-7.819,,,29,29,,-11.307,-11.307,-4.608,-5.219,-5.31,,,,,,,,,,,,,,,,
JMA7147A,20210228063000,2,        ,-8.359,,,25,24,,-9.613,-10.01,-4.517,-4.608,-4.41,,,,,,,,,,,,,,,,
JMA7147A,20210228063500,1,        ,-7.553,,,40,40,,-10.712,-10.91,-4.12,-4.715,-4.913,,,,,,,,,,,,,,,,
JMA7147A,20210228063500,2,        ,-8.331,,,34,33,,-9.308,-9.506,-4.12,-4.12,-4.013,,,,,,,,,,,,,,,,
JMA7147A,20210228064000,1,        ,-7.416,,,54,54,,-10.407,-10.62,-3.708,-4.41,-4.608,,,,,,,,,,,,,,,,
JMA7147A,20210228064000,2,        ,-8.469,,,44,44,,-9.018,-9.308,-3.906,-4.013,-3.708,,,,,,,,,,,,,,,,
JMA7147A,20210228064500,1,        ,-7.105,,,71,70,,-9.72,-9.918,-3.021,-3.616,-3.906,,,,,,,,,,,,,,,,
JMA7147A,20210228064500,2,        ,-8.35,,,54,53,,-8.621,-8.911,-3.616,-3.616,-3.418,,,,,,,,,,,,,,,,
JMA7147A,20210228065000,1,        ,-6.995,,,87,87,,-9.11,-9.415,-2.609,-3.113,-3.22,,,,,,,,,,,,,,,,
JMA7147A,20210228065000,2,        ,-8.313,,,64,62,,-8.209,-8.621,-3.311,-3.22,-3.113,,,,,,,,,,,,,,,,
JMA7147A,20210228065500,1,        ,-7.141,,,104,103,,-8.82,-8.911,-2.213,-2.518,-2.716,,,,,,,,,,,,,,,,
JMA7147A,20210228065500,2,        ,-8.222,,,72,71,,-7.813,-8.209,-2.808,-2.914,-2.609,,,,,,,,,,,,,,,,
JMA7147A,20210228070000,1,        ,-6.894,,,116,116,,-8.118,-8.316,-1.617,-1.907,-2.518,,,,,,,,,,,,,,,,
JMA7147A,20210228070000,2,        ,-8.194,,,86,85,,-7.416,-7.813,-2.609,-2.518,-2.411,,,,,,,,,,,,,,,,
JMA7147A,20210228070500,1,        ,-6.683,,,120,120,,-7.614,-7.813,-1.221,-1.617,-2.518,,,,,,,,,,,,,,,,
JMA7147A,20210228070500,2,        ,-8.176,,,93,91,,-7.111,-7.507,-2.319,-2.319,-2.014,,,,,,,,,,,,,,,,
JMA7147A,20210228071000,1,        ,-6.253,,,127,126,,-7.218,-7.309,-1.221,-1.617,-2.609,,,,,,,,,,,,,,,,
JMA7147A,20210228071000,2,        ,-8.011,,,100,98,,-6.821,-7.218,-2.014,-1.907,-1.709,,,,,,,,,,,,,,,,
JMA7147A,20210228071500,1,        ,-6.033,,,131,129,,-6.821,-6.912,-1.312,-1.816,-2.808,,,,,,,,,,,,,,,,
JMA7147A,20210228071500,2,        ,-7.828,,,98,97,,-6.607,-7.019,-1.816,-1.816,-1.511,,,,,,,,,,,,,,,,
JMA7147A,20210228072000,1,        ,-5.814,,,123,121,,-6.714,-6.714,-1.617,-2.121,-3.22,,,,,,,,,,,,,,,,
JMA7147A,20210228072000,2,        ,-7.755,,,95,94,,-6.516,-6.912,-1.617,-1.816,-1.419,,,,,,,,,,,,,,,,
JMA7147A,20210228072500,1,        ,-5.667,,,198,191,,-6.119,-6.119,-1.419,-2.014,-3.418,,,,,,,,,,,,,,,,
JMA7147A,20210228072500,2,        ,-7.626,,,154,152,,-6.012,-6.516,-1.221,-1.312,-1.007,,,,,,,,,,,,,,,,
JMA7147A,20210228073000,1,        ,-5.521,,,286,274,,-4.318,-4.318,-0.32,-1.007,-3.311,,,,,,,,,,,,,,,,
JMA7147A,20210228073000,2,        ,-7.233,,,200,197,,-4.608,-5.112,0.183,0.092,0.381,,,,,,,,,,,,,,,,
JMA7147A,20210228073500,1,        ,-5.283,,,271,258,,-3.51,-3.51,0.381,-0.519,-3.22,,,,,,,,,,,,,,,,
JMA7147A,20210228073500,2,        ,-6.894,,,239,239,,-3.906,-4.211,0.992,0.687,1.19,,,,,,,,,,,,,,,,
JMA7147A,20210228074000,1,        ,-5.09,,,237,227,,-3.113,-3.021,0.687,-0.32,-3.021,,,,,,,,,,,,,,,,
JMA7147A,20210228074000,2,        ,-6.665,,,181,179,,-3.418,-3.906,1.282,1.083,1.48,,,,,,,,,,,,,,,,
JMA7147A,20210228074500,1,        ,-4.898,,,332,313,,-1.816,-1.816,1.587,0.58,-2.808,,,,,,,,,,,,,,,,
JMA7147A,20210228074500,2,        ,-6.317,,,236,234,,-2.319,-2.716,2.487,2.289,2.686,,,,,,,,,,,,,,,,
JMA7147A,20210228075000,1,        ,-4.715,,,355,331,,-1.419,-1.312,1.892,1.083,-2.319,,,,,,,,,,,,,,,,
JMA7147A,20210228075000,2,        ,-5.823,,,253,251,,-1.007,-1.419,3.586,3.479,3.891,,,,,,,,,,,,,,,,
JMA7147A,20210228075500,1,        ,-4.385,,,399,370,,0.793,1.083,3.479,1.892,-1.419,,,,,,,,,,,,,,,,
JMA7147A,20210228075500,2,        ,-5.072,,,293,292,,0.58,0.29,5.386,5.188,5.585,,,,,,,,,,,,,,,,
JMA7147A,20210228080000,1,        ,-4.019,,,524,482,,4.089,4.089,6.18,4.593,0.885,,,,,,,,,,,,,,,,
JMA7147A,20210228080000,2,        ,-4.477,,,364,362,,1.48,1.083,6.18,5.982,6.485,,,,,,,,,,,,,,,,
JMA7147A,20210228080500,1,        ,-3.708,,,446,416,,4.883,5.188,6.394,5.783,2.579,,,,,,,,,,,,,,,,
JMA7147A,20210228080500,2,        ,-3.891,,,303,300,,1.892,1.785,6.485,6.18,6.989,,,,,,,,,,,,,,,,
JMA7147A,20210228081000,1,        ,-3.552,,,490,463,,5.386,5.493,6.592,5.982,4.593,,,,,,,,,,,,,,,,
JMA7147A,20210228081000,2,        ,-3.543,,,322,319,,2.686,2.686,7.187,6.592,7.889,,,,,,,,,,,,,,,,
JMA7147A,20210228081500,1,        ,-3.323,,,492,473,,7.294,7.294,7.691,7.294,6.79,,,,,,,,,,,,,,,,
JMA7147A,20210228081500,2,        ,-3.305,,,320,315,,3.388,3.479,7.492,7.294,8.087,,,,,,,,,,,,,,,,
JMA7147A,20210228082000,1,        ,-3.159,,,620,602,,8.179,8.286,8.988,8.392,8.286,,,,,,,,,,,,,,,,
JMA7147A,20210228082000,2,        ,-3.195,,,411,404,,4.181,4.288,7.782,7.584,8.682,,,,,,,,,,,,,,,,
JMA7147A,20210228082500,1,        ,-2.966,,,612,603,,9.689,9.583,9.888,9.781,9.781,,,,,,,,,,,,,,,,
JMA7147A,20210228082500,2,        ,-2.957,,,406,397,,5.081,5.585,8.591,8.286,10.483,,,,,,,,,,,,,,,,
JMA7147A,20210228083000,1,        ,-2.829,,,678,677,,10.986,10.88,11.582,11.292,11.292,,,,,,,,,,,,,,,,
JMA7147A,20210228083000,2,        ,-2.692,,,470,459,,7.385,7.691,10.681,10.193,12.085,,,,,,,,,,,,,,,,
JMA7147A,20210228083500,1,        ,-2.582,,,717,719,,12.085,12.085,13.092,12.985,12.482,,,,,,,,,,,,,,,,
JMA7147A,20210228083500,2,        ,-2.435,,,512,499,,9.293,9.888,12.589,12.192,13.687,,,,,,,,,,,,,,,,
JMA7147A,20210228084000,1,        ,-2.234,,,695,696,,13.489,13.291,14.389,14.282,14.084,,,,,,,,,,,,,,,,
JMA7147A,20210228084000,2,        ,-2.152,,,555,535,,10.88,11.383,13.489,13.489,14.984,,,,,,,,,,,,,,,,
JMA7147A,20210228084500,1,        ,-2.014,,,732,734,,14.191,14.389,15.091,15.686,14.984,,,,,,,,,,,,,,,,
JMA7147A,20210228084500,2,        ,-1.941,,,626,600,,11.292,11.78,13.687,13.687,15.183,,,,,,,,,,,,,,,,
JMA7147A,20210228085000,1,        ,-1.566,,,774,775,,15.091,15.686,16.785,16.693,16.693,,,,,,,,,,,,,,,,
JMA7147A,20210228085000,2,        ,-1.456,,,704,678,,12.985,13.489,15.381,15.488,16.693,,,,,,,,,,,,,,,,
JMA7147A,20210228085500,1,        ,-1.181,,,754,755,,16.083,16.281,17.884,17.884,17.288,,,,,,,,,,,,,,,,
JMA7147A,20210228085500,2,        ,-0.906,,,726,699,,14.984,15.488,17.288,17.288,18.692,,,,,,,,,,,,,,,,
